Sales Invoice Enquiry as of 17/06/2026,,,,,
Transaction No.,Completed Date,Due Date,Customer Code,Customer Name,Total
SI-00091692/1,19/12/2024,26/12/2024,FD001,Forever Diamonds Pty Ltd,102.03
SI-00091693,10/01/2025,09/02/2025,AMD050,Andrew Mazzone Design Jeweller,355.07
SI-00091694,19/12/2024,18/01/2025,S316,SC- Watson's Jewellers,742.15
SI-00091695,19/12/2024,18/01/2025,SJ003,Speirs Jewellers,786.70
SI-00091696,19/12/2024,18/01/2025,COG220,City of Gold,"3,480.55"
SI-00091697,19/12/2024,19/12/2024,APL102,Austgold Pty Ltd,547.90
SI-00091698,19/12/2024,18/01/2025,JG548,Jewellers Goldsmiths,145.04
SI-00091699,19/12/2024,18/01/2025,CCP186,Cameron & Co (NSW) Pty Ltd,540.88
SI-00091700,19/12/2024,18/01/2025,COG220,City of Gold,"1,244.98"
SI-00091701,20/12/2024,19/01/2025,EFJ364,Evert Fine Jewellery,"6,235.89"
SI-00091702,20/12/2024,19/01/2025,I015A,IJC- Robert Cliff Master Jewellers,320.52
SI-00091703,20/12/2024,20/12/2024,JH567,Jim Hughes & Sons,2.47
SI-00091704,20/12/2024,19/01/2025,COG220,City of Gold,12.18
SI-00091705,20/12/2024,20/12/2024,PJ855,Patrico Jewellers,"1,973.75"
SI-00091706,20/12/2024,19/01/2025,SSJ1072,Something Special Jewellery & Gifts,673.10
SI-00091707,23/12/2024,22/01/2025,BFJ144,Blizzards Fine Jewellers,251.17
SI-00091708,23/12/2024,23/12/2024,AC059,Annabelle & Co - Southgate,726.72
SI-00091709,23/12/2024,23/12/2024,JOH564,Jewels Of Hawthorn,404.44
SI-00091710,27/12/2024,27/12/2024,JH567,Jim Hughes & Sons,2.48
SI-00091711,27/12/2024,27/12/2024,JL547,Jewel Lane,5.84
SI-00091712,30/12/2024,29/01/2025,COG220,City of Gold,12.18
SI-00091713,30/12/2024,30/12/2024,JH567,Jim Hughes & Sons,2.47
SI-00091714,31/12/2024,31/12/2024,JL547,Jewel Lane,5.84
SI-00091715,31/12/2024,30/01/2025,BJ110,Bachini Jewellers,4.24
SI-00091716,02/01/2025,02/01/2025,JH567,Jim Hughes & Sons,2.48
SI-00091717,03/01/2025,02/02/2025,AJR001,Atlas Jewellers by Ray,64.38
SI-00091718,03/01/2025,03/01/2025,JH567,Jim Hughes & Sons,2.56
SI-00091719,03/01/2025,02/02/2025,COG220,City of Gold,12.18
SI-00091720,06/01/2025,05/02/2025,AB029,Alex Bros,740.99
SI-00091721,07/01/2025,07/01/2025,LJ001,Lorenzo Jewellery,"2,178.54"
SI-00091722,08/01/2025,08/01/2025,DIS001,Diamond Specialists,200.40
SI-00091723,08/01/2025,08/01/2025,JH567,Jim Hughes & Sons,2.48
SI-00091724,08/01/2025,07/02/2025,BJ110,Bachini Jewellers,4.24
SI-00091725,08/01/2025,08/01/2025,JL547,Jewel Lane,5.84
SI-00091726,08/01/2025,07/02/2025,AB029,Alex Bros,39.00
SI-00091727,08/01/2025,07/02/2025,S316,SC- Watson's Jewellers,410.09
SI-00091728,08/01/2025,07/02/2025,SCJ001,Simon Curwood Jewellers,"2,545.86"
SI-00091730,09/01/2025,08/02/2025,PP852,Paton's Place,"1,049.60"
SI-00091731,09/01/2025,09/01/2025,NVM798,N & V Mitrov,"5,118.77"
SI-00091732,10/01/2025,09/02/2025,COG220,City of Gold,12.18
SI-00091733,10/01/2025,10/01/2025,JH567,Jim Hughes & Sons,2.56
SI-00091734,10/01/2025,10/01/2025,CAV001,Cavetta,376.56
SI-00091735,10/01/2025,09/02/2025,I015A,IJC- Robert Cliff Master Jewellers,320.33
SI-00091736,13/01/2025,12/02/2025,SJ1063,Simons Jewellery - Wollongong,"1,488.78"
SI-00091737,13/01/2025,12/02/2025,AMD050,Andrew Mazzone Design Jeweller,466.19
SI-00091738,13/01/2025,12/02/2025,SCJ001,Simon Curwood Jewellers,35.87
SI-00091739,13/01/2025,12/02/2025,SCJ001,Simon Curwood Jewellers,376.66
SI-00091740,13/01/2025,12/02/2025,S316,SC- Watson's Jewellers,"1,243.53"
SI-00091741,13/01/2025,12/02/2025,S094,SC- Allan Bros,402.63
SI-00091742,13/01/2025,12/02/2025,S094,SC- Allan Bros,311.51
SI-00091743,14/01/2025,14/01/2025,RNJ933,Rhea Nikolaou Jewellery,786.32
SI-00091744,14/01/2025,21/01/2025,SGJ1082,St. Germain Jewellers,"6,740.94"
SI-00091745,17/01/2025,21/01/2025,LC663,Linda & Co - Rhodes,0.00
SI-00091746,14/01/2025,13/02/2025,I101A,IJC- Etheringtons The Jewellers,"2,314.82"
SI-00091747,21/02/2025,13/02/2025,LBJ652,Leon Baker Jewellers,0.00
SI-00091748,21/02/2025,13/02/2025,LBJ652,Leon Baker Jewellers,0.00
SI-00091749,21/02/2025,13/02/2025,LBJ652,Leon Baker Jewellers,0.00
SI-00091750,14/01/2025,14/01/2025,JL547,Jewel Lane,5.84
SI-00091751,15/01/2025,15/01/2025,JH567,Jim Hughes & Sons,2.48
SI-00091752,15/01/2025,15/01/2025,JDL001,Jadai Loccisano,"2,480.77"
SI-00091754,15/01/2025,14/02/2025,DWJ307,Diamond World Jewellers,290.36
SI-00091755,16/01/2025,15/02/2025,MJ708,Mario's Jewellers,"5,543.79"
SI-00091756,17/01/2025,16/02/2025,S296,SC- Sterling Jewellers-Leichhardt,491.18
SI-00091757,17/01/2025,24/01/2025,LC663,Linda & Co - Rhodes,188.40
SI-00091758,17/01/2025,17/01/2025,SJD1014,Sergio Jewellery and Designer,"1,512.13"
SI-00091759,17/01/2025,16/02/2025,COG220,City of Gold,12.18
SI-00091760,17/01/2025,17/01/2025,JH567,Jim Hughes & Sons,2.56
SI-00091761,20/01/2025,19/02/2025,GCJ432,Gold City Jewellers,0.00
SI-00091762,21/01/2025,20/02/2025,JFJ538,JC Fine Jewellers,"24,041.98"
SI-00091762/1,04/09/2025,04/10/2025,JFJ538,JC Fine Jewellers,559.36
SI-00091762/2,28/10/2025,27/11/2025,JFJ538,JC Fine Jewellers,"1,626.42"
SI-00091763,21/01/2025,20/02/2025,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,0.00
SI-00091764,21/01/2025,20/02/2025,EBF001,Ernesto Buono Fine Jewellery,715.23
SI-00091765,21/01/2025,20/02/2025,I101A,IJC- Etheringtons The Jewellers,"1,021.39"
SI-00091766,21/01/2025,21/01/2025,MJ776,Minas Jewellers,920.18
SI-00091767,21/01/2025,21/01/2025,MJ776,Minas Jewellers,825.00
SI-00091768,22/01/2025,22/01/2025,JCJ001,J & C Manufacturing Jewellers,"1,962.44"
SI-00091769,22/01/2025,21/02/2025,S316,SC- Watson's Jewellers,206.95
SI-00091770,22/01/2025,22/01/2025,EJC349,Emphasis Jewellery Collection,833.54
SI-00091771,22/01/2025,21/02/2025,AJ067,Arabella Jewellers,0.00
SI-00091772,23/01/2025,23/01/2025,TJE1130,Temelli Jewellery Eastland,0.00
SI-00091773,23/01/2025,22/02/2025,AB029,Alex Bros,"6,569.75"
SI-00091774,23/01/2025,23/01/2025,RJC960,Ronald J Crisp Pty Ltd,206.99
SI-00091775,23/01/2025,22/02/2025,AJ068,Arana Jewellers,786.01
SI-00091776,07/05/2025,13/05/2025,LC663,Linda & Co - Rhodes,626.36
SI-00091777,24/01/2025,24/01/2025,SJD1014,Sergio Jewellery and Designer,"1,074.83"
SI-00091778,24/01/2025,24/01/2025,JH567,Jim Hughes & Sons,2.48
SI-00091779,24/01/2025,23/02/2025,BJ110,Bachini Jewellers,3.49
SI-00091780,24/01/2025,24/01/2025,JL547,Jewel Lane,5.84
SI-00091781,24/01/2025,23/02/2025,AB029,Alex Bros,39.00
SI-00091782,24/01/2025,24/01/2025,JH567,Jim Hughes & Sons,2.56
SI-00091783,28/01/2025,27/02/2025,COG220,City of Gold,12.18
SI-00091784,28/01/2025,04/02/2025,FD001,Forever Diamonds Pty Ltd,"1,235.22"
SI-00091786,31/01/2025,02/03/2025,SCJ001,Simon Curwood Jewellers,296.59
SI-00091787,29/01/2025,29/01/2025,JL547,Jewel Lane,5.84
SI-00091788,29/01/2025,28/02/2025,S320,SC- Lorrae Jewellers,337.00
SI-00091789,21/02/2025,23/03/2025,LBJ652,Leon Baker Jewellers,468.07
SI-00091790,29/01/2025,28/02/2025,WJ1243,Wodonga Jewellers,615.07
SI-00091791,29/01/2025,29/01/2025,JJW595,The Jeweller & Watchmaker Service Ctr,402.34
SI-00091792,29/01/2025,28/02/2025,TIJ1175,Top Image Jewellery,"1,383.96"
SI-00091793,31/01/2025,02/03/2025,SJ003,Speirs Jewellers,"3,573.07"
SI-00091794,29/01/2025,28/02/2025,DDJ269,Daniele Designer Jewellers,"2,691.86"
SI-00091795,30/01/2025,28/02/2025,MKW790,Mr K Watches & Jewellery,"6,381.93"
SI-00091796,31/01/2025,31/01/2025,LJ001,Lorenzo Jewellery,315.96
SI-00091797,29/01/2025,29/01/2025,GFJ410,Gemara Fine Jewellers,0.00
SI-00091798,13/02/2025,15/03/2025,CMJ223,Class A Manufacturing Jewellers,336.19
SI-00091799,31/01/2025,31/01/2025,JH567,Jim Hughes & Sons,2.48
SI-00091800,31/01/2025,07/02/2025,LC663,Linda & Co - Rhodes,205.70
SI-00091801,14/02/2025,12/02/2025,AC057,Annabelle & Co - West Ryde,"1,402.45"
SI-00091802,04/02/2025,06/03/2025,SIJ001,St Ives Jewellers,"4,207.79"
SI-00091803,03/02/2025,05/03/2025,AJW093,Atlas Jewellers - Wetherill Park,"23,892.38"
SI-00091803/1,20/05/2025,19/06/2025,AJW093,Atlas Jewellers - Wetherill Park,823.55
SI-00091804,05/02/2025,07/03/2025,SJ003,Speirs Jewellers,"6,987.66"
SI-00091805,04/02/2025,03/02/2025,LWJ001,Lightworker Jewellery Pty Ltd,"1,352.11"
SI-00091806,05/02/2025,07/03/2025,UJW1193,Uccello Jewellery & Watches,"3,963.98"
SI-00091806/1,07/05/2025,05/06/2025,UJW1193,Uccello Jewellery & Watches,385.00
SI-00091807,03/02/2025,05/03/2025,I040A,IJC- Prosser & Co Manufacturing Jewellers,987.27
SI-00091808,04/02/2025,04/02/2025,SJ998,Sassano's Jewellers,824.70
SI-00091809,04/02/2025,06/03/2025,JD553,Jewellery by Design-Hyde Park,"4,572.12"
SI-00091810,03/02/2025,05/03/2025,COG220,City of Gold,12.18
SI-00091811,04/02/2025,03/02/2025,CA001,Caraxes Pty Ltd (Dolcetto),341.68
SI-00091812,13/02/2025,08/03/2025,S167,SC- NJ & NC Smith Family Trust T/A Maffra Showcase,"2,582.51"
SI-00091812/2,06/05/2025,05/06/2025,S167,SC- NJ & NC Smith Family Trust T/A Maffra Showcase,745.27
SI-00091813,07/02/2025,06/03/2025,S235,SC- Criterion Jewellers,"3,146.95"
SI-00091814,04/02/2025,06/03/2025,M756,Miagem,"1,253.33"
SI-00091815,03/02/2025,03/02/2025,MU003,Metal Urges Fine Jewellery,211.54
SI-00091816,11/02/2025,13/03/2025,SPL996,Sargisons Pty Ltd,544.14
SI-00091817,03/02/2025,03/02/2025,JES001,Jewellery Studio,200.00
SI-00091818,03/02/2025,03/02/2025,JES001,Jewellery Studio,485.65
SI-00091819,03/02/2025,05/03/2025,TIJ1175,Top Image Jewellery,"3,133.57"
SI-00091820,04/02/2025,05/03/2025,S054,SC- Selig's Caloundra Jewellers,927.62
SI-00091821,03/02/2025,03/02/2025,SH002,Shiliu Melbourne,425.00
SI-00091822,03/02/2025,03/02/2025,SGC001,Sapphire Gem Cuts,852.50
SI-00091823,03/02/2025,05/03/2025,JGW551,Jewellery & Gift Warehouse,"1,015.23"
SI-00091824,04/02/2025,03/02/2025,DPL284,Denel Pty Ltd,142.73
SI-00091825,04/02/2025,06/03/2025,AMJ001,Anny's Manufacturing Jewellers,"1,261.42"
SI-00091826,04/02/2025,05/03/2025,S180,SC- Boulevard Fine Jewellers,"1,901.90"
SI-00091827,04/02/2025,06/03/2025,S180,SC- Boulevard Fine Jewellers,"17,700.54"
SI-00091828,05/02/2025,07/03/2025,JCJ583,Jon Crosbie Jeweller,526.80
SI-00091829,04/02/2025,06/03/2025,AJR001,Atlas Jewellers by Ray,64.38
SI-00091830,04/02/2025,04/02/2025,SH002,Shiliu Melbourne,"2,277.98"
SI-00091831,04/02/2025,04/02/2025,JL547,Jewel Lane,5.84
SI-00091832,04/02/2025,06/03/2025,BJ110,Bachini Jewellers,3.30
SI-00091833,04/02/2025,04/02/2025,RAJ001,Renee Anne Jeweller,400.41
SI-00091834,06/02/2025,06/03/2025,S316,SC- Watson's Jewellers,"2,666.05"
SI-00091835,04/02/2025,04/02/2025,SC001,Showcase,"1,885.13"
SI-00091836,05/02/2025,06/03/2025,AJ087,Artisan Jewellery,"4,440.84"
SI-00091837,04/02/2025,11/02/2025,FD001,Forever Diamonds Pty Ltd,863.68
SI-00091838,06/02/2025,06/02/2025,JH567,Jim Hughes & Sons,"4,180.66"
SI-00091839,05/02/2025,07/03/2025,S251,SC- Speirs Jewellers,"6,923.72"
SI-00091840,05/02/2025,07/03/2025,S382,SC- Kyabram Showcase Jeweller,"2,876.65"
SI-00091841,05/02/2025,07/03/2025,S159,SC- Smithton Jewellers,"1,680.73"
SI-00091842,05/02/2025,07/03/2025,HFJ494,Hogan's Family Jewellers,"1,537.73"
SI-00091843,05/02/2025,07/03/2025,DJ319,Distinctive Jewellers,"1,005.65"
SI-00091844,06/02/2025,07/03/2025,FJ374,Fay's Jewellers,"1,414.00"
SI-00091845,05/02/2025,05/02/2025,MF699,Maria Franco,335.68
SI-00091846,05/02/2025,07/03/2025,I100A,IJC- Hammertons Jewellers,"2,224.03"
SI-00091846/1,05/05/2025,04/06/2025,I100A,IJC- Hammertons Jewellers,164.98
SI-00091848,07/02/2025,08/03/2025,LJ649,Lee's Jewellers,"1,956.63"
SI-00091848/1,31/03/2025,30/04/2025,LJ649,Lee's Jewellers,292.44
SI-00091849,05/02/2025,07/03/2025,I015A,IJC- Robert Cliff Master Jewellers,937.96
SI-00091850,06/02/2025,08/03/2025,SS1068,So Silver,"1,286.65"
SI-00091851,12/02/2025,09/03/2025,I111A,IJC- My Jewellers,"11,628.83"
SI-00091852,06/02/2025,06/02/2025,TCD1137,The Clock Doc,971.86
SI-00091853,06/02/2025,08/03/2025,SJW1011,Selected Jewellery & Watches Co,554.54
SI-00091854,07/02/2025,09/03/2025,RJ957,Romano's Jewellers,815.35
SI-00091855,10/02/2025,09/03/2025,S255,SC- Golden Showcase Jewellers - S255,"1,297.58"
SI-00091856,07/02/2025,09/03/2025,S235,SC- Criterion Jewellers,32.99
SI-00091857,10/02/2025,12/03/2025,DDJ269,Daniele Designer Jewellers,957.46
SI-00091858,14/02/2025,16/03/2025,MJ726,Matusik Jewellers,"4,664.22"
SI-00091859,10/02/2025,07/02/2025,SJ998,Sassano's Jewellers,75.76
SI-00091860,10/02/2025,12/03/2025,SJ1077,Spearritt's Jewellers,0.00
SI-00091861,11/02/2025,12/03/2025,JFJ538,JC Fine Jewellers,348.60
SI-00091862,10/02/2025,10/02/2025,JH567,Jim Hughes & Sons,7.52
SI-00091864,10/02/2025,10/02/2025,JH567,Jim Hughes & Sons,3.16
SI-00091865,10/02/2025,12/03/2025,COG220,City of Gold,12.18
SI-00091866,10/02/2025,12/03/2025,AMD050,Andrew Mazzone Design Jeweller,574.70
SI-00091867,11/02/2025,10/02/2025,SH002,Shiliu Melbourne,"2,277.98"
SI-00091868,10/02/2025,12/03/2025,S094,SC- Allan Bros,"4,144.18"
SI-00091869,17/02/2025,17/02/2025,LWJ001,Lightworker Jewellery Pty Ltd,0.00
SI-00091870,11/02/2025,13/03/2025,PJM001,P.J. My Gem Fine Jewellers,755.37
SI-00091871,11/02/2025,11/02/2025,JL547,Jewel Lane,5.84
SI-00091872,11/02/2025,13/03/2025,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,877.87
SI-00091873,12/02/2025,12/02/2025,LJ001,Lorenzo Jewellery,331.90
SI-00091874,13/02/2025,14/03/2025,S125,SC- York Jewellers,0.00
SI-00091875,13/02/2025,12/02/2025,JH567,Jim Hughes & Sons,0.00
SI-00091876,12/02/2025,14/03/2025,AJ027,Aldo Jewellers,"2,390.73"
SI-00091877,12/02/2025,14/03/2025,PJM001,P.J. My Gem Fine Jewellers,8.38
SI-00091878,12/02/2025,12/02/2025,JH567,Jim Hughes & Sons,2.18
SI-00091879,14/02/2025,14/03/2025,I157A,IJC- Purdeys Jewellers - Shepparton,0.00
SI-00091880,13/02/2025,12/02/2025,DJ321,DJ Jewellers,"1,067.03"
SI-00091881,13/02/2025,14/03/2025,I015A,IJC- Robert Cliff Master Jewellers,199.12
SI-00091882,08/05/2025,08/05/2025,AC059,Annabelle & Co - Southgate,141.40
SI-00091883,17/02/2025,19/03/2025,SJ003,Speirs Jewellers,"11,925.20"
SI-00091884,19/02/2025,15/03/2025,AB029,Alex Bros,910.82
SI-00091885,11/03/2025,10/04/2025,S304,SC- Stephens Jewellers,830.88
SI-00091886,13/02/2025,15/03/2025,CMJ223,Class A Manufacturing Jewellers,"3,573.90"
SI-00091887,13/02/2025,15/03/2025,PJM001,P.J. My Gem Fine Jewellers,"5,529.38"
SI-00091888,17/02/2025,15/03/2025,SCJ001,Simon Curwood Jewellers,"9,942.37"
SI-00091889,17/02/2025,24/02/2025,CFJ255,Crown Family Jewellers,36.36
SI-00091890,17/02/2025,19/03/2025,AB029,Alex Bros,65.50
SI-00091891,17/02/2025,19/03/2025,COG220,City of Gold,12.18
SI-00091892,17/02/2025,17/02/2025,JH567,Jim Hughes & Sons,3.16
SI-00091893,17/02/2025,17/02/2025,HOG502,House of Gold-Salisbury,"1,029.62"
SI-00091894,19/02/2025,26/02/2025,LC663,Linda & Co - Rhodes,329.26
SI-00091895,18/02/2025,18/02/2025,JL547,Jewel Lane,5.84
SI-00091896,18/02/2025,20/03/2025,BJ110,Bachini Jewellers,3.30
SI-00091897,20/03/2025,19/04/2025,SJ003,Speirs Jewellers,59.07
SI-00091898,19/02/2025,21/03/2025,SIJ001,St Ives Jewellers,203.61
SI-00091899,19/02/2025,19/02/2025,JH567,Jim Hughes & Sons,2.18
SI-00091900,19/02/2025,21/03/2025,PJ853,Patrick Jewellers,682.63
SI-00091902,19/02/2025,19/02/2025,RJC960,Ronald J Crisp Pty Ltd,724.09
SI-00091903,19/02/2025,19/02/2025,GFJ410,Gemara Fine Jewellers,0.00
SI-00091904,19/02/2025,19/02/2025,JOH564,Jewels Of Hawthorn,"1,003.99"
SI-00091905,19/02/2025,21/03/2025,SCJ001,Simon Curwood Jewellers,"2,688.54"
SI-00091906,24/02/2025,26/03/2025,S530,SC- Warwick Watchmakers & Jewellers,495.39
SI-00091907,24/02/2025,24/02/2025,CJ208,Charles Jewellers,"4,923.19"
SI-00091908,24/02/2025,26/03/2025,BJ164,Brothers Jewellery,621.29
SI-00091909,27/02/2025,29/03/2025,PJM001,P.J. My Gem Fine Jewellers,"1,025.40"
SI-00091910,24/02/2025,26/03/2025,CJ001,Clayfield Jewellery,"3,082.54"
SI-00091911,24/02/2025,24/02/2025,JH567,Jim Hughes & Sons,3.16
SI-00091912,24/02/2025,26/03/2025,COG220,City of Gold,12.18
SI-00091913,24/02/2025,24/02/2025,RJ916,Rainbow Jewellers,369.29
SI-00091914,25/02/2025,25/02/2025,AC059,Annabelle & Co - Southgate,384.92
SI-00091915,25/02/2025,25/02/2025,JL547,Jewel Lane,5.84
SI-00091916,25/02/2025,27/03/2025,UJW1193,Uccello Jewellery & Watches,206.18
SI-00091917,26/02/2025,26/02/2025,YAJ1250,Y. Adam Jewellery,"5,734.88"
SI-00091918,26/02/2025,26/02/2025,OTJ831,Ori The Jeweller,"1,022.78"
SI-00091919,26/02/2025,26/02/2025,SJQ001,Sasano Jewellers - QLD,570.66
SI-00091920,26/02/2025,26/02/2025,WJ1233,Whitney's Jewellers,153.49
SI-00091921,26/02/2025,28/03/2025,TIJ1175,Top Image Jewellery,210.60
SI-00091922,26/02/2025,28/03/2025,TIJ1175,Top Image Jewellery,876.34
SI-00091923,26/02/2025,28/03/2025,LCJ648,Lee Cubit Jewellers,637.30
SI-00091924,26/02/2025,28/03/2025,AB029,Alex Bros,465.14
SI-00091925,07/05/2025,06/06/2025,AB029,Alex Bros,"3,491.20"
SI-00091926,26/02/2025,26/02/2025,VPL1215,Vinsam Pty Ltd.,150.23
SI-00091927,28/02/2025,30/03/2025,MJD727,Maurizio Jewellery Designs,183.50
SI-00091928,27/02/2025,27/02/2025,JH567,Jim Hughes & Sons,2.18
SI-00091929,27/02/2025,06/03/2025,LC662,Linda & Co - Macquarie,0.00
SI-00091930,27/02/2025,29/03/2025,I120A,IJC- Jarrett Fine Jewellery,132.39
SI-00091931,03/03/2025,02/04/2025,MJD782,MKR Jewellery Design,226.81
SI-00091932,28/02/2025,28/02/2025,KJ599,Kalamunda Jewellers,912.28
SI-00091933,03/03/2025,02/04/2025,DDJ313,Diann Darling Jewellers,915.63
SI-00091934,03/03/2025,03/03/2025,JH567,Jim Hughes & Sons,12.18
SI-00091935,03/03/2025,02/04/2025,DCP317,Diman Co Pty Ltd,204.05
SI-00091936,03/03/2025,02/04/2025,S111,SC- Laursim Greg Neill,364.21
SI-00091937,03/03/2025,03/03/2025,JH567,Jim Hughes & Sons,698.53
SI-00091938,04/03/2025,04/03/2025,OTJ831,Ori The Jeweller,518.84
SI-00091939,20/03/2025,19/04/2025,S164,SC- The Classic Jewellers,"2,023.37"
SI-00091940,12/03/2025,12/03/2025,CMP205,Cassandra Mamone Pty Ltd,572.88
SI-00091941,04/03/2025,03/04/2025,CMJ223,Class A Manufacturing Jewellers,"4,298.04"
SI-00091942,04/03/2025,11/03/2025,LC661,Linda & Co - Broadway,"1,108.59"
SI-00091943,05/03/2025,04/03/2025,EBJ362,Everett Brookes Jewellery,516.07
SI-00091944,04/03/2025,03/04/2025,I015A,IJC- Robert Cliff Master Jewellers,198.30
SI-00091946,04/03/2025,04/03/2025,JL547,Jewel Lane,5.84
SI-00091947,04/03/2025,03/04/2025,BJ110,Bachini Jewellers,3.30
SI-00091948,04/03/2025,04/03/2025,JH567,Jim Hughes & Sons,3.16
SI-00091949,12/03/2025,12/03/2025,PCJ001,Pink Carat Jewellers,745.30
SI-00091950,04/03/2025,03/04/2025,SCJ001,Simon Curwood Jewellers,59.37
SI-00091951,05/03/2025,04/04/2025,AMD050,Andrew Mazzone Design Jeweller,926.37
SI-00091952,05/03/2025,05/03/2025,JH567,Jim Hughes & Sons,2.18
SI-00091953,05/03/2025,04/04/2025,DDJ269,Daniele Designer Jewellers,"2,814.59"
SI-00091954,12/03/2025,11/04/2025,MJG731,Mazzone Jewellers Glynde,"3,637.02"
SI-00091955,06/03/2025,06/03/2025,OTJ831,Ori The Jeweller,419.43
SI-00091956,07/03/2025,06/04/2025,JCJ001,J & C Manufacturing Jewellers,"1,479.85"
SI-00091957,12/03/2025,12/03/2025,HOG502,House of Gold-Salisbury,"6,222.57"
SI-00091958,11/03/2025,10/04/2025,DWJ307,Diamond World Jewellers,"5,892.23"
SI-00091959,12/03/2025,10/04/2025,EJ352,Epiphany Jewellers,"1,341.26"
SI-00091960,11/03/2025,11/03/2025,JL547,Jewel Lane,5.84
SI-00091961,11/03/2025,10/04/2025,COG220,City of Gold,12.18
SI-00091962,11/03/2025,11/03/2025,JH567,Jim Hughes & Sons,3.16
SI-00091963,11/03/2025,11/03/2025,DHJ302,Diamond House Jewellery,648.02
SI-00091964,20/03/2025,19/04/2025,I101A,IJC- Etheringtons The Jewellers,"1,284.59"
SI-00091965,12/03/2025,11/04/2025,SCJ001,Simon Curwood Jewellers,"1,141.69"
SI-00091966,12/03/2025,12/03/2025,JH567,Jim Hughes & Sons,2.18
SI-00091967,25/03/2025,12/03/2025,OTJ831,Ori The Jeweller,235.95
SI-00091968,22/05/2025,21/06/2025,AD099,Aurea Designs,130.02
SI-00091969,13/03/2025,11/04/2025,S382,SC- Kyabram Showcase Jeweller,405.21
SI-00091970,12/03/2025,11/04/2025,AB029,Alex Bros,600.79
SI-00091971,14/03/2025,13/04/2025,DDJ269,Daniele Designer Jewellers,"1,261.93"
SI-00091972,13/03/2025,19/03/2025,SGJ1082,St. Germain Jewellers,"13,690.58"
SI-00091973,13/03/2025,13/03/2025,AC058,Annabelle & Co - Wetherill Park,274.80
SI-00091974,13/03/2025,12/04/2025,TIJ1175,Top Image Jewellery,"1,566.18"
SI-00091975,14/03/2025,13/04/2025,ZNZ1257,Zed N Zed,333.61
SI-00091976,14/03/2025,14/03/2025,RJC960,Ronald J Crisp Pty Ltd,542.32
SI-00091977,14/03/2025,13/04/2025,SIJ001,St Ives Jewellers,0.00
SI-00091978,14/03/2025,13/04/2025,WFJ1248,Wynnum Fine Jewellers,0.00
SI-00091979,14/03/2025,13/04/2025,I101A,IJC- Etheringtons The Jewellers,0.00
SI-00091980,23/05/2025,22/06/2025,S111,SC- Laursim Greg Neill,0.00
SI-00091981,19/03/2025,19/03/2025,WJ1240,Windfall Jewellery,360.69
SI-00091982,27/03/2025,26/04/2025,SCJ001,Simon Curwood Jewellers,194.44
SI-00091983,17/03/2025,16/04/2025,I015A,IJC- Robert Cliff Master Jewellers,"16,315.70"
SI-00091983/1,08/05/2025,07/06/2025,I015A,IJC- Robert Cliff Master Jewellers,980.47
SI-00091984,17/03/2025,13/04/2025,SFJ1001,Scagnetti Fine Jewellers,"1,570.17"
SI-00091985,17/03/2025,17/03/2025,JH567,Jim Hughes & Sons,3.16
SI-00091986,17/03/2025,16/04/2025,COG220,City of Gold,12.18
SI-00091987,17/03/2025,16/04/2025,AJR001,Atlas Jewellers by Ray,381.37
SI-00091988,18/03/2025,16/04/2025,S111,SC- Laursim Greg Neill,196.64
SI-00091989,19/03/2025,18/04/2025,LBJ652,Leon Baker Jewellers,"4,262.75"
SI-00091990,18/03/2025,17/04/2025,MJ726,Matusik Jewellers,212.47
SI-00091991,18/03/2025,17/04/2025,BJ110,Bachini Jewellers,3.30
SI-00091992,18/03/2025,18/03/2025,JL547,Jewel Lane,5.84
SI-00091993,18/03/2025,17/04/2025,CMJ223,Class A Manufacturing Jewellers,"10,678.54"
SI-00091994,18/03/2025,17/04/2025,PPJ898,Prime & Pure Jewellery,640.72
SI-00091995,19/03/2025,19/03/2025,RJC960,Ronald J Crisp Pty Ltd,472.50
SI-00091996,19/03/2025,19/03/2025,JH567,Jim Hughes & Sons,2.18
SI-00091997,19/03/2025,18/04/2025,HJ001,Hall's Jewellers,241.02
SI-00091998,19/03/2025,19/03/2025,DHJ302,Diamond House Jewellery,582.10
SI-00091999,20/03/2025,27/03/2025,FD001,Forever Diamonds Pty Ltd,"16,111.44"
SI-00092000,21/03/2025,20/04/2025,PJM001,P.J. My Gem Fine Jewellers,"1,773.82"
SI-00092001,20/03/2025,18/04/2025,CLJ212,Chris Lewis Jewellers,"1,327.87"
SI-00092002,20/03/2025,19/04/2025,SJ003,Speirs Jewellers,"6,158.70"
SI-00092003,21/03/2025,21/03/2025,DGJ299,Diamond Globe Jewellers,"3,200.25"
SI-00092004,20/03/2025,19/04/2025,I100A,IJC- Hammertons Jewellers,"3,747.14"
SI-00092005,21/03/2025,20/04/2025,BJ110,Bachini Jewellers,"4,105.20"
SI-00092007,21/03/2025,20/04/2025,MDJ002,Mazin's Diamond Jewellers,0.00
SI-00092008,21/03/2025,21/03/2025,TPJ1153,The Pendulum Jewellers,509.21
